0.34529117,0.5291419,0.0,0.0
0.33169618,0.53277093,0.0,0.0
0.31939244,0.53595686,0.0,0.0
0.3083197,0.539208,0.0,0.0
0.29888657,0.54319775,0.0,0.0
0.29032624,0.54702723,0.0,0.0
0.28263775,0.5506051,0.0,0.0
0.27572364,0.5537387,0.0,0.0
0.26949736,0.5565954,0.0,0.0
0.26390827,0.55929357,0.0,0.0
0.2588276,0.56172144,0.0,0.0
0.25423774,0.56386167,0.0,0.0
0.2501655,0.5658303,0.0,0.0
0.24643351,0.5675626,0.0,0.0
0.24317962,0.5691628,0.0,0.0
0.24015762,0.57068896,0.0,0.0
0.23736635,0.5721923,0.0,0.0
0.23495448,0.5734555,0.0,0.0
0.23275995,0.57451075,0.0,0.0
0.23082551,0.5753323,0.0,0.0
0.22909674,0.5762404,0.0,0.0
0.22753613,0.5770526,0.0,0.0
0.2261151,0.5777483,0.0,0.0
0.2248443,0.57841146,0.0,0.0
0.22364338,0.57909733,0.0,0.0
0.22266321,0.5795474,0.0,0.0
0.2217819,0.5798248,0.0,0.0
